Company,TypeName,Ram,Weight,Price,Cpu_brand,Gpu_brand,Os,avg_battery_health,avg_daily_usage,avg_charging_cycles
lenovo,Notebook,4,1.9,9.801561133612584,Intel Core i3,Intel,Others,79.125,6.625,536.25
hp,Notebook,4,1.86,9.669293165034832,AMD Processor,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,8,2.32,10.370822624347584,Intel Core i5,AMD,Others,79.125,6.625,536.25
dell,Gaming,8,2.62,11.064804181259648,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
dell,Notebook,8,2.04,11.694548697992886,Intel Core i5,Nvidia,Windows,80.875,6.625,503.75
hp,Notebook,4,1.91,10.147031952176633,AMD Processor,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Ultrabook,12,1.4,11.715790550995315,Intel Core i7,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,8,2.5,10.645680750246626,Intel Core i5,AMD,Windows,79.125,6.625,536.25
hp,2 in 1 Convertible,8,1.48,11.596756189041978,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Ultrabook,8,1.7,11.288114524334732,Intel Core i7,Intel,Windows,79.125,6.625,536.25
hp,Gaming,8,2.62,10.776844060703754,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,8,2.2,10.104611236292678,Intel Core i3,Intel,Windows,79.125,6.625,536.25
hp,Notebook,4,2.1,10.143056552540132,Intel Core i5,Intel,Others,80.77777777777777,5.333333333333333,504.44444444444446
dell,Gaming,8,2.62,11.2874471903093,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
lenovo,Notebook,8,1.95,11.212620052356872,Intel Core i5,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,4,2.2,10.12402932214978,Intel Core i3,Nvidia,Windows,79.125,6.625,536.25
hp,Notebook,2,1.44,9.49301392269684,Other Intel Processor,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,8,1.96,10.49618215379083,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Notebook,16,2.1,11.030873869571886,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,Notebook,4,2.2,9.88635767027266,Other Intel Processor,Intel,Windows,70.125,8.125,691.25
lenovo,Notebook,4,2.1,9.962013031516571,Intel Core i5,Intel,Others,79.125,6.625,536.25
lenovo,Notebook,8,2.2,10.53941655276426,Intel Core i7,Nvidia,Others,79.125,6.625,536.25
asus,Notebook,4,2.0,10.620651995737775,Intel Core i3,Intel,Windows,70.125,8.125,691.25
lenovo,Notebook,4,2.32,10.690944412566814,Intel Core i7,Intel,Windows,79.125,6.625,536.25
lenovo,Gaming,16,3.31,11.149519345988928,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
hp,Notebook,4,2.07,10.452533389121816,Intel Core i3,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,2 in 1 Convertible,8,1.36,11.37618160360327,Intel Core i5,Intel,Windows,79.125,6.625,536.25
lenovo,Ultrabook,6,1.54,10.698190821087582,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
dell,Notebook,8,1.98,10.772395917628929,Intel Core i7,Nvidia,Others,80.875,6.625,503.75
acer,Notebook,4,2.1,9.783703516212578,Other Intel Processor,Intel,Windows,79.25,5.875,531.25
hp,Notebook,6,2.18,10.658921971998408,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,Gaming,8,2.591,10.787906120409612,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
dell,2 in 1 Convertible,16,2.09,11.047982926769505,Intel Core i7,Intel,Windows,80.875,6.625,503.75
acer,Notebook,4,2.23,10.513700849999804,Intel Core i5,Nvidia,Windows,79.25,5.875,531.25
dell,Ultrabook,8,1.23,10.977716980635757,Intel Core i5,Intel,Others,80.875,6.625,503.75
acer,Gaming,16,4.2,11.838443060873624,Intel Core i7,Nvidia,Windows,79.25,5.875,531.25
lenovo,Gaming,8,2.4,10.683645110085203,Intel Core i5,Nvidia,Windows,79.125,6.625,536.25
hp,Notebook,4,1.86,10.159709917169616,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
apple,Ultrabook,8,0.92,11.034319178750795,Other Intel Processor,Intel,Mac,89.55555555555556,7.111111111111111,408.8888888888889
dell,2 in 1 Convertible,8,1.6,11.064804181259648,Intel Core i5,Intel,Windows,80.875,6.625,503.75
hp,Notebook,12,2.21,11.166237060564342,Intel Core i7,Nvidia,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,4,1.9,9.883643964401063,Intel Core i3,AMD,Others,79.125,6.625,536.25
asus,Gaming,16,4.3,11.648784147353842,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
acer,Notebook,4,2.1,9.58136309252813,Other Intel Processor,Intel,Others,79.25,5.875,531.25
dell,Notebook,4,2.3,10.188167121983652,Intel Core i3,AMD,Windows,80.875,6.625,503.75
lenovo,Notebook,8,2.2,10.419692282932576,Intel Core i7,Nvidia,Others,79.125,6.625,536.25
dell,2 in 1 Convertible,16,2.0,11.134075023561454,Intel Core i7,Intel,Windows,80.875,6.625,503.75
dell,Ultrabook,16,1.2,11.869133099737036,Intel Core i7,Intel,Windows,80.875,6.625,503.75
asus,Gaming,8,2.2,11.039464987704202,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
dell,Notebook,8,2.36,10.765658261746038,Intel Core i5,AMD,Windows,80.875,6.625,503.75
hp,Notebook,8,1.91,10.336863503805128,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,4,2.2,9.67600459962282,AMD Processor,AMD,Windows,79.125,6.625,536.25
acer,Notebook,8,3.3,10.419692282932576,Intel Core i3,Nvidia,Windows,79.25,5.875,531.25
asus,Gaming,16,2.2,11.7789960831843,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
apple,Ultrabook,8,0.92,11.129394827810977,Other Intel Processor,Intel,Mac,89.55555555555556,7.111111111111111,408.8888888888889
asus,Notebook,16,2.2,11.442360501250736,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
dell,2 in 1 Convertible,8,2.191,10.882315804880689,Intel Core i5,Intel,Windows,80.875,6.625,503.75
asus,Gaming,16,2.9,11.550632725739694,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
acer,Netbook,2,1.3,9.134616325446665,Other Intel Processor,Intel,Others,79.25,5.875,531.25
acer,Notebook,4,3.3,10.369151780182763,Intel Core i3,Nvidia,Windows,79.25,5.875,531.25
lenovo,Notebook,8,2.8,10.265276597141131,Intel Core i5,Intel,Others,79.125,6.625,536.25
lenovo,Gaming,8,2.6,11.1239067701322,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
acer,2 in 1 Convertible,8,1.2,11.02220830408089,Intel Core i7,Intel,Windows,79.25,5.875,531.25
lenovo,Notebook,8,2.3,11.307930232161196,Intel Core i7,Intel,Windows,79.125,6.625,536.25
hp,Notebook,6,2.1,10.246549458090431,AMD Processor,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Ultrabook,8,1.26,11.421778496562451,Intel Core i5,Intel,Windows,80.875,6.625,503.75
dell,2 in 1 Convertible,4,2.08,10.208009042782656,Intel Core i3,Intel,Windows,80.875,6.625,503.75
asus,Notebook,4,2.65,9.70890230312988,Other Intel Processor,Intel,Windows,70.125,8.125,691.25
dell,Ultrabook,8,1.29,11.273329308763511,Intel Core i7,Intel,Windows,80.875,6.625,503.75
dell,Notebook,4,2.18,10.23296037890921,Intel Core i5,Intel,Others,80.875,6.625,503.75
lenovo,Gaming,16,2.6,10.911903762066183,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
lenovo,Netbook,16,1.3,11.38409159312676,Intel Core i7,Intel,Windows,79.125,6.625,536.25
dell,Notebook,8,2.3,10.126185116412724,Intel Core i3,Intel,Windows,80.875,6.625,503.75
apple,Ultrabook,4,1.08,10.841452101115571,Intel Core i5,Intel,Mac,89.55555555555556,7.111111111111111,408.8888888888889
hp,Notebook,4,2.1,10.14517175872359,Intel Core i3,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
hp,Ultrabook,8,1.54,11.670950599679989,Intel Core i7,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,4,2.24,10.578148918421473,Intel Core i5,Intel,Windows,80.875,6.625,503.75
lenovo,Notebook,16,1.4,11.288114524334732,Intel Core i7,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,6,2.2,10.368432457987426,AMD Processor,AMD,Windows,79.125,6.625,536.25
asus,Ultrabook,8,1.45,11.130176383145796,Intel Core i7,Intel,Windows,70.125,8.125,691.25
acer,Notebook,4,2.4,9.866652599193328,Intel Core i3,Intel,Others,79.25,5.875,531.25
dell,2 in 1 Convertible,16,2.77,11.470547260182666,Intel Core i7,Nvidia,Windows,80.875,6.625,503.75
hp,Notebook,4,1.54,10.978617394068182,Intel Core i5,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,Gaming,16,2.5,11.353319934460009,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
dell,Notebook,4,1.6,10.749784912589748,Intel Core i5,Intel,Windows,80.875,6.625,503.75
asus,Gaming,16,2.34,11.727036344253593,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
lenovo,Notebook,8,2.3,10.326446742946873,Intel Core i5,Intel,Others,79.125,6.625,536.25
dell,2 in 1 Convertible,8,1.24,11.478299236986985,Intel Core i5,Intel,Windows,80.875,6.625,503.75
dell,Notebook,4,2.2,9.756304542024465,Other Intel Processor,Intel,Others,80.875,6.625,503.75
hp,Notebook,4,1.86,9.964522443121997,AMD Processor,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
lenovo,Notebook,6,2.4,10.319441460358464,Intel Core i3,Nvidia,Windows,79.125,6.625,536.25
lenovo,Notebook,8,1.9,10.952842367862882,Intel Core i5,Intel,Windows,79.125,6.625,536.25
dell,Notebook,4,2.2,10.0713630658882,Other Intel Processor,Intel,Windows,80.875,6.625,503.75
asus,Notebook,4,2.0,9.801561133612584,Other Intel Processor,Intel,Windows,70.125,8.125,691.25
asus,Gaming,16,4.0,11.525170191386666,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
dell,Notebook,4,2.29,10.169966417336806,Intel Core i3,Intel,Windows,80.875,6.625,503.75
lenovo,Notebook,8,2.32,10.772384744506988,Intel Core i7,AMD,Windows,79.125,6.625,536.25
lenovo,2 in 1 Convertible,4,1.8,10.70060667312884,Intel Core i5,Intel,Windows,79.125,6.625,536.25
asus,Ultrabook,8,1.2,10.567234758240792,Other Intel Processor,Intel,Windows,70.125,8.125,691.25
dell,Notebook,6,2.3,10.104611236292678,Intel Core i3,Intel,Windows,80.875,6.625,503.75
acer,Notebook,4,2.4,9.641987714344566,Other Intel Processor,Intel,Others,79.25,5.875,531.25
dell,Notebook,2,2.2,9.91309723131456,Other Intel Processor,Intel,Windows,80.875,6.625,503.75
lenovo,Notebook,8,2.6,10.776844060703754,Intel Core i7,Nvidia,Windows,79.125,6.625,536.25
hp,Notebook,6,2.04,10.285461122475176,AMD Processor,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
dell,Notebook,8,2.3,10.667632361713904,Intel Core i7,AMD,Others,80.875,6.625,503.75
hp,Netbook,2,1.17,9.317895278196945,Other Intel Processor,Intel,Windows,80.77777777777777,5.333333333333333,504.44444444444446
asus,Notebook,4,2.2,10.5552565839505,Intel Core i7,Nvidia,Windows,70.125,8.125,691.25
lenovo,2 in 1 Convertible,4,1.8,10.433899309576924,Intel Core i7,Intel,Windows,79.125,6.625,536.25
lenovo,2 in 1 Convertible,16,1.3,11.288114524334732,Intel Core i7,Intel,Windows,79.125,6.625,536.25
lenovo,Notebook,2,1.5,9.409283029786373,Other Intel Processor,Intel,Windows,79.125,6.625,536.25
hp,Notebook,6,2.19,10.614128815398654,Intel Core i7,AMD,Windows,80.77777777777777,5.333333333333333,504.44444444444446
